sex,age,education,trust_church,trust_armed,trust_press,trust_tv,trust_union,trust_police,trust_courts,trust_gov,trust_parties,trust_parliament,trust_civil,trust_univ,trust_elections,trust_companies,trust_banks
male,34.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
male,54.0,6.0,1.0,,3.0,3.0,3.0,,3.0,2.0,2.0,2.0,2.0,2.0,,,
male,46.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0
female,27.0,6.0,1.0,3.0,2.0,2.0,,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0
female,39.0,5.0,1.0,,2.0,,,3.0,3.0,2.0,2.0,2.0,,,,,3.0
male,35.0,3.0,2.0,4.0,3.0,3.0,,4.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0
male,57.0,6.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0
male,44.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0
female,50.0,5.0,3.0,3.0,2.0,2.0,,,,2.0,2.0,2.0,2.0,,2.0,,
male,20.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
female,42.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0
female,44.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0
female,40.0,6.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0
female,24.0,5.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0
male,46.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0
male,33.0,6.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
male,52.0,5.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0
male,27.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
female,40.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0
male,80.0,2.0,,3.0,,2.0,,3.0,3.0,2.0,2.0,2.0,3.0,,2.0,2.0,2.0
female,31.0,2.0,1.0,4.0,2.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,,1.0,3.0,4.0
male,56.0,6.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0
female,80.0,5.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,3.0,,3.0
female,76.0,5.0,1.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
male,72.0,6.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0
female,36.0,4.0,1.0,3.0,3.0,3.0,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
female,68.0,3.0,1.0,4.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,,3.0
female,74.0,0.0,,3.0,3.0,3.0,,3.0,3.0,,,,3.0,,,,3.0
male,80.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,,,,4.0,4.0,3.0,4.0
female,33.0,7.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
female,46.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,
female,78.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0
female,25.0,6.0,1.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0
male,63.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
female,80.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
male,69.0,6.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,,4.0,3.0,3.0
male,32.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
female,61.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
female,60.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0
female,63.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0
female,60.0,3.0,,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0
female,67.0,3.0,1.0,3.0,3.0,3.0,,3.0,,2.0,2.0,2.0,2.0,2.0,2.0,,2.0
female,42.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0
male,66.0,6.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
female,61.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,,,3.0,,,
male,50.0,3.0,1.0,,2.0,,3.0,,,,,,,,,,
female,35.0,6.0,2.0,4.0,2.0,3.0,,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0
female,58.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0
male,47.0,4.0,1.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0
male,81.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0
male,57.0,4.0,2.0,3.0,3.0,3.0,,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0
female,77.0,1.0,3.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0
female,50.0,3.0,2.0,,3.0,3.0,,2.0,,2.0,,,2.0,,2.0,,3.0
male,53.0,5.0,,4.0,1.0,1.0,,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,
male,50.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
male,45.0,6.0,1.0,3.0,,,,3.0,3.0,2.0,2.0,2.0,2.0,,1.0,,3.0
male,69.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
male,57.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
male,40.0,5.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
male,80.0,3.0,3.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0
female,57.0,6.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0
male,63.0,8.0,1.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
female,56.0,5.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0
male,79.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
male,31.0,6.0,1.0,3.0,3.0,3.0,3.0,3.0,,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0
male,69.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0
male,67.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,,2.0,2.0,,2.0,,2.0,2.0,2.0
male,38.0,6.0,1.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0
female,58.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
female,26.0,6.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
female,57.0,5.0,1.0,4.0,3.0,3.0,,4.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0
male,37.0,6.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0
female,32.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0
male,63.0,3.0,2.0,4.0,3.0,3.0,,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0
female,80.0,,1.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
male,45.0,7.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
male,43.0,3.0,1.0,3.0,1.0,2.0,,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0
female,44.0,5.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
female,63.0,5.0,4.0,4.0,3.0,,,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,,3.0
male,21.0,6.0,,3.0,3.0,3.0,,2.0,,,,,,,,,
male,45.0,3.0,,,,,,,,,,,,,,,
male,81.0,3.0,1.0,4.0,3.0,3.0,,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
male,46.0,5.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0
male,72.0,6.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
female,81.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
female,82.0,4.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0
male,53.0,5.0,2.0,3.0,2.0,2.0,,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0
male,82.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0
male,80.0,3.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0
female,52.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
male,50.0,6.0,1.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0
female,62.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0
male,64.0,3.0,2.0,3.0,3.0,4.0,,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0
female,73.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
female,64.0,6.0,1.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0
female,70.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
male,81.0,6.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
female,75.0,2.0,,3.0,3.0,4.0,2.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
female,53.0,5.0,2.0,3.0,3.0,3.0,,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0
male,43.0,3.0,1.0,4.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,4.0,3.0,2.0
female,37.0,6.0,1.0,4.0,3.0,,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,,2.0,2.0
female,47.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0
female,34.0,5.0,1.0,4.0,4.0,4.0,,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
female,36.0,6.0,1.0,3.0,3.0,2.0,,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
male,64.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0
female,80.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0
female,20.0,6.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0
female,58.0,5.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0
female,77.0,3.0,3.0,,4.0,3.0,,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0
female,53.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
female,39.0,6.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0
male,78.0,4.0,,,,,,,,,,,,,,,
male,65.0,6.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
male,69.0,6.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
female,38.0,6.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
female,77.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0
female,71.0,3.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0
female,38.0,6.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0
female,64.0,5.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
female,60.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0
female,86.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
female,62.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0
female,81.0,2.0,,4.0,3.0,3.0,4.0,4.0,4.0,4.0,,,,3.0,3.0,3.0,4.0
female,25.0,6.0,1.0,3.0,4.0,4.0,2.0,3.0,3.0,,,2.0,,3.0,3.0,3.0,3.0
female,40.0,,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
female,80.0,2.0,,3.0,2.0,2.0,,3.0,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0
male,60.0,6.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0
male,65.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0
female,45.0,5.0,1.0,,3.0,3.0,,,3.0,1.0,1.0,1.0,,3.0,3.0,3.0,3.0
female,71.0,3.0,1.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
male,72.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
male,76.0,6.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0
male,20.0,6.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0
male,68.0,3.0,2.0,4.0,3.0,3.0,,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0
male,71.0,6.0,2.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0
female,25.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,
female,75.0,3.0,,3.0,3.0,3.0,,3.0,3.0,,,,,,,,
female,76.0,6.0,2.0,3.0,3.0,3.0,,3.0,3.0,,,,,,,,3.0
female,69.0,,2.0,4.0,3.0,3.0,,4.0,3.0,3.0,2.0,2.0,3.0,,2.0,2.0,3.0
female,76.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0
female,88.0,6.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0
female,81.0,,2.0,4.0,3.0,3.0,,3.0,,2.0,,,,2.0,2.0,2.0,
female,55.0,5.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0
male,70.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0
female,26.0,6.0,1.0,3.0,3.0,3.0,,3.0,3.0,,,,3.0,,,3.0,3.0
female,81.0,3.0,1.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0
female,82.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
male,69.0,6.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0
male,22.0,6.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0
male,35.0,6.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0
male,71.0,6.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0
male,80.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
female,39.0,6.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0
female,59.0,5.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0
female,58.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0
male,76.0,6.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,
female,71.0,3.0,2.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0
male,80.0,6.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
female,64.0,4.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0
male,82.0,,1.0,3.0,3.0,3.0,,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
female,59.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,1.0,,,,
male,40.0,7.0,2.0,4.0,3.0,3.0,,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
male,70.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0
male,39.0,3.0,1.0,4.0,2.0,2.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0
male,59.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
female,81.0,,2.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0
female,73.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,1.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0
female,82.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0
female,62.0,5.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0
female,36.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0
male,80.0,1.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0
male,48.0,7.0,1.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0
male,65.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0
female,63.0,3.0,1.0,,3.0,3.0,,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0
male,45.0,3.0,1.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0
male,61.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0
male,94.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
female,66.0,5.0,1.0,,,,,,,,,,,,,,
male,82.0,6.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0
male,54.0,3.0,1.0,4.0,4.0,3.0,,3.0,4.0,4.0,,4.0,3.0,,3.0,,3.0
male,45.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,,,,3.0,,2.0,3.0,3.0
male,64.0,5.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0
male,69.0,6.0,1.0,3.0,3.0,3.0,,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0
female,60.0,6.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0
male,73.0,6.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
male,57.0,6.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
female,33.0,6.0,1.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
female,91.0,3.0,1.0,3.0,3.0,3.0,,3.0,,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0
male,46.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0
male,30.0,5.0,1.0,3.0,3.0,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
female,40.0,6.0,1.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0
male,77.0,1.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0
male,66.0,6.0,1.0,,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
